iter	Logloss
176	0.4885107123
177	0.4878774259
178	0.4872439578
179	0.486753609
180	0.4860948993
181	0.4854961169
182	0.485037063
183	0.4844435869
184	0.4839285732
185	0.4833268122
186	0.4827269572
187	0.4822148043
188	0.4815474131
189	0.4809625637
190	0.4803578158
191	0.4797345167
192	0.4792887022
193	0.4787943299
194	0.4783634969
195	0.4778891713
196	0.477429624
197	0.4770855649
198	0.4765863143
199	0.4759252892
200	0.4755143442
201	0.4748900947
202	0.4744668905
203	0.4739626562
204	0.4735897961
205	0.4731632995
206	0.4727934044
207	0.4723504618
208	0.4718913584
209	0.4712751917
210	0.470576915
211	0.4701833335
212	0.4696133382
213	0.4690659625
214	0.4683744613
215	0.4678896901
216	0.4672552269
217	0.4666604208
218	0.4661969226
219	0.4658370657
220	0.4654618887
221	0.4650707613
222	0.464732049
223	0.4642928012
224	0.463843539
225	0.4634490376
226	0.463024257
227	0.4627380407
228	0.4621835201
229	0.4618267476
230	0.4613754762
231	0.4610300214
232	0.4604348782
233	0.4600060471
234	0.4595268868
235	0.4590765652
236	0.4587557052
237	0.4583485791
238	0.4579863376
239	0.4575952746
240	0.4572172727
241	0.4567966112
242	0.4562687167
243	0.4558740155
244	0.455569644
245	0.4550982107
246	0.4548087689
247	0.45434675
248	0.4535934504
249	0.4531999274
250	0.4527155344
251	0.4524421439
252	0.4521352831
253	0.451772906
254	0.451336325
255	0.4508560488
256	0.4503075767
257	0.4498930194
258	0.4494169985
259	0.4490034108
260	0.4485135282
261	0.4481298641
262	0.4477672492
263	0.4474085447
264	0.4470318398
265	0.4466639873
266	0.4463440505
267	0.445920636
268	0.4455918427
269	0.4451788701
270	0.4447020096
271	0.4441585506
272	0.4439052423
273	0.4434608283
274	0.4432409268
275	0.442725208
276	0.4423142698
277	0.4420283811
278	0.4416682119
279	0.4415042678
280	0.4410852521
281	0.4407584201
282	0.4404084855
283	0.4399663539
284	0.4396435818
285	0.4392300715
286	0.4386413366
287	0.4382400407
288	0.4378388607
289	0.4375188242
290	0.4371479008
291	0.4368478816
292	0.4363108498
293	0.4360082352
294	0.4357115213
295	0.4353305419
296	0.4350371176
297	0.4347364707
298	0.4344209111
299	0.4340863906
300	0.4337522043
301	0.4333721089
302	0.4331207343
303	0.4327267883
304	0.4324191044
305	0.4321864972
306	0.4319289731
307	0.4317121262
308	0.4314023
309	0.4311698914
310	0.4308468485
311	0.4305119707
312	0.4301251497
313	0.4298472398
314	0.4295339545
315	0.429201143
316	0.4289711551
317	0.4285915938
318	0.4283324767
319	0.4281298085
320	0.4278277775
321	0.4275321319
322	0.4272820325
323	0.427084877
324	0.4267149734
325	0.4263337605
326	0.4260858241
327	0.4257158885
328	0.4253395446
329	0.4248891403
330	0.4246172749
331	0.4242365192
332	0.4239309376
333	0.4235237345
334	0.4232136399
335	0.4227928045
336	0.4224035244
337	0.4220293835
338	0.4216825072
339	0.4214982107
340	0.4211362649
341	0.420739294
342	0.4205167252
343	0.420315446
344	0.4200802373
345	0.4200268703
346	0.4196766193
347	0.419282971
348	0.4189945038
349	0.4186614035
350	0.4184164557
351	0.4180536433
352	0.4177415433
353	0.4175083292
354	0.4173436661
355	0.4171175493
356	0.4168099322
357	0.4164880513
358	0.416281202
359	0.4159661465
360	0.4157697777
361	0.4154283472
362	0.4151409594
363	0.41476992
364	0.4144969543
365	0.414270356
366	0.4140444637
367	0.4137336398
368	0.4133923265
369	0.4130752606
370	0.4128968692
371	0.4126389047
372	0.4124011409
373	0.4121629906
374	0.4119459591
375	0.4117028492
376	0.4114911318
377	0.4111574869
378	0.4108200031
379	0.4105199455
380	0.4103219603
381	0.4100642634
382	0.4097002857
383	0.4095004336
384	0.4093223586
385	0.4090674234
386	0.4088511872
387	0.4084418999
388	0.4082006903
389	0.4079727752
390	0.4077014618
391	0.407426402
392	0.4071825083
393	0.4068747822
394	0.4065683522
395	0.4062207634
396	0.4060830151
397	0.4058825779
398	0.4057160116
399	0.405573307
400	0.4053729876
401	0.4051193222
402	0.4049262918
403	0.4046183867
404	0.4043046649
405	0.404019912
406	0.4037397809
407	0.4035449503
408	0.4033575634
409	0.4030571363
410	0.402725173
411	0.4025046355
412	0.4022020798
413	0.4019771484
414	0.4017196516
415	0.4015129716
416	0.4012926004
417	0.4011283913
418	0.4008993219
419	0.4006513198
420	0.4004749692
421	0.4003302681
422	0.4000485565
423	0.3998261162
424	0.3995792748
425	0.3994030813
426	0.3991667392
427	0.398885752
428	0.3985953084
429	0.3984064041
430	0.3982248351
431	0.3980739259
432	0.3977402736
433	0.3974756099
434	0.3972093547
435	0.3969955571
436	0.3967876516
437	0.3965976177
438	0.3961837766
439	0.3959352396
440	0.395673739
441	0.395469432
442	0.3952684678
443	0.3949147213
444	0.3946675003
445	0.394520189
446	0.3943273904
447	0.3940827521
448	0.3938796818
449	0.3937179645
450	0.3934510856
451	0.3931988529
452	0.392865755
453	0.3927400808
454	0.3926297997
455	0.3924297364
456	0.3921991673
457	0.3920262425
458	0.3917892841
459	0.3915476223
460	0.3913742207
461	0.3910637704
462	0.3908302443
463	0.3906098104
464	0.3903910778
465	0.390224741
466	0.3900039367
467	0.3897517726
468	0.3895331539
469	0.3893662198
470	0.3891214924
471	0.3887043539
472	0.3885379749
473	0.388272887
474	0.3879555459
475	0.3877436221
476	0.3874786399
477	0.3873460679
478	0.3872082303
479	0.3870537867
480	0.3868307589
481	0.3866750655
482	0.3864797249
483	0.3861919918
484	0.3858886067
485	0.3857366781
486	0.3854944367
487	0.3853173226
488	0.3851103686
489	0.3849528414
490	0.3846604478
491	0.3843160381
492	0.3841636704
493	0.3839858665
494	0.3837915368
495	0.3835665557
496	0.3833662589
497	0.3831124505
498	0.3829611814
499	0.3828236904
500	0.3825945062
501	0.3824294494
502	0.3820439286
503	0.3818838025
504	0.3817193719
505	0.3815583793
506	0.3812867452
507	0.3810391987
508	0.3808803708
509	0.3807258537
510	0.3805187963
511	0.3802921042
512	0.3801800914
513	0.3799684203
514	0.379749243
515	0.3795695106
516	0.3794493567
517	0.3792732972
518	0.3791271189
519	0.3788856276
520	0.3786975399
521	0.3785177825
522	0.3783048206
523	0.3781094677
524	0.3778436706
525	0.3777046997
526	0.3774508378
527	0.3772675942
528	0.3770367137
529	0.3769012658
530	0.3767914047
531	0.3766483573
532	0.37649184
533	0.3762844749
534	0.3760767956
535	0.3758230859
536	0.3756761395
537	0.3754949156
538	0.3753548347
539	0.3751919023
540	0.3750169634
541	0.3747945163
542	0.3745562993
543	0.3744260281
544	0.3741940492
545	0.374064533
546	0.3739197948
547	0.3736523018
548	0.3733809416
549	0.373094285
550	0.3729588799
551	0.3728159481
552	0.3726602712
553	0.3724473835
554	0.3722843176
555	0.3720638603
556	0.3717360967
557	0.3715100611
558	0.3712885987
559	0.3711153039
560	0.3709613963
561	0.3708261776
562	0.3706708648
563	0.3705004982
564	0.3703755065
565	0.3702038239
566	0.3700839155
567	0.3699697363
568	0.3697317266
569	0.3695604078
570	0.3693774612
571	0.3692399168
572	0.3690975325
573	0.3688595742
574	0.3686543446
575	0.368535609
576	0.3683565321
577	0.3682046847
578	0.3680284584
579	0.3678283975
580	0.3676471314
581	0.367432816
582	0.3673279155
583	0.3669942933
584	0.3667208712
585	0.3665218188
586	0.3663295262
587	0.3662142472
588	0.3660088433
589	0.3658736157
590	0.3657398852
591	0.3655098116
592	0.36532677
593	0.3651654597
594	0.3649713513
595	0.3648338812
596	0.3647213096
597	0.3643439325
598	0.3642075589
599	0.3640039453
600	0.3638174378
601	0.3637082622
602	0.3636168157
603	0.3634428864
604	0.3632831935
605	0.3630889151
606	0.3629822602
607	0.3628238597
608	0.3627544151
609	0.3626753612
610	0.3624394548
611	0.3622547236
612	0.36203069
613	0.3617405384
614	0.3615771116
615	0.3613969864
616	0.3612004211
617	0.361049123
618	0.3609410905
619	0.3607927646
620	0.3606456051
621	0.3604926355
622	0.3603928561
623	0.3602442894
624	0.3601402175
625	0.3599593857
626	0.3597856092
627	0.3596124323
628	0.3594714084
629	0.3592475996
630	0.3590455496
631	0.3589391675
632	0.3587556625
633	0.3585209621
634	0.3583018896
635	0.3582448652
636	0.358167399
637	0.3579688348
638	0.3577878579
639	0.357718143
640	0.3575880834
641	0.3574197241
642	0.3572458787
643	0.3570907862
644	0.3569617797
645	0.3567614625
646	0.3565374321
647	0.3564020671
648	0.3562028548
649	0.3560507215
650	0.3559386899
651	0.3558383034
652	0.3556657049
653	0.3555309738
654	0.3553630414
655	0.3552675261
656	0.3551460389
657	0.3549607347
658	0.3547883101
659	0.3546750101
660	0.3545164808
661	0.3543658281
662	0.3542282845
663	0.3541064821
664	0.3538910875
665	0.3537632567
666	0.3536235717
667	0.3534665943
668	0.3533733969
669	0.3531930762
670	0.3530852881
671	0.3528146035
672	0.3526483927
673	0.3525214188
674	0.3523488016
675	0.3521588114
676	0.3520967252
677	0.3519074381
678	0.3517322686
679	0.3515435076
680	0.3514318727
681	0.3512216362
682	0.3509417098
683	0.3508348149
684	0.3505619941
685	0.3504675988
686	0.3502886864
687	0.3501447701
688	0.3499952214
689	0.3498495101
690	0.3497890884
691	0.3496692266
692	0.3495334196
693	0.3494362215
694	0.3492989865
695	0.3492110676
696	0.3489675203
697	0.3488203723
698	0.3487113252
699	0.3486721241
700	0.3485238934
701	0.3483826267
702	0.3482796864
703	0.3481421073
704	0.3480604091
705	0.3479041484
706	0.3477631466
707	0.3475991218
708	0.3474543173
709	0.3473687506
710	0.3471776294
711	0.3469481836
712	0.3467958336
713	0.3466343169
714	0.3464561626
715	0.3462073575
716	0.3460670474
717	0.345956712
718	0.3457864589
719	0.3457056784
720	0.3455779444
721	0.3455073175
722	0.3453335175
723	0.3451681287
724	0.345004671
725	0.3448240647
726	0.3446952931
727	0.3445454136
728	0.3443185645
729	0.3442444178
730	0.3440695638
731	0.3439606865
732	0.3438529408
733	0.3437795781
734	0.3436690401
735	0.3434895585
736	0.3433680603
737	0.3432918493
738	0.3431631046
739	0.3429682659
740	0.342844267
741	0.3426670739
742	0.3423889389
743	0.3422378662
744	0.342089598
745	0.3420033537
746	0.3418297513
747	0.3417612141
748	0.3416253171
749	0.3415174984
750	0.3413507277
751	0.3412259039
752	0.3410154137
753	0.3408950147
754	0.3407048469
755	0.340629468
756	0.3404137547
757	0.3402671783
758	0.3400792115
759	0.3400210963
760	0.3398335219
761	0.3397146779
762	0.3395312435
763	0.3393718106
764	0.3392139898
765	0.3391419958
766	0.3390182886
767	0.3388733336
768	0.3387854933
769	0.3386295395
770	0.33850283
771	0.3383686094
772	0.3382193559
773	0.3380827262
774	0.3380205434
775	0.3378882344
776	0.337717204
777	0.337509485
778	0.3373591928
779	0.3372860564
780	0.3371843712
781	0.3370675088
782	0.3369278149
783	0.3367649957
784	0.3365085149
785	0.3364080572
786	0.336309329
787	0.3361252312
788	0.3359910562
789	0.3359455047
790	0.3358930175
791	0.3357365373
792	0.3356262346
793	0.3354785478
794	0.3352946626
795	0.3350921939
796	0.3349172983
797	0.3347795297
798	0.3345745714
799	0.3344325059
800	0.3342082537
801	0.3340375175
802	0.3339011845
803	0.3337999771
804	0.3335975791
805	0.3334412418
806	0.3333707905
807	0.3332684217
808	0.3331592273
809	0.3330307395
810	0.3329466574
811	0.3328032992
812	0.3326709639
813	0.332520509
814	0.3324276643
815	0.3321910313
816	0.332012569
817	0.3318758818
818	0.3317746435
819	0.3317037668
820	0.331533152
821	0.3313962185
822	0.3312649284
823	0.3311251323
824	0.3309784125
825	0.3309004922
826	0.3308228382
827	0.3307055346
828	0.330532732
829	0.3304067829
830	0.330218683
831	0.3300759379
832	0.3300219564
833	0.3299126497
834	0.3297821856
835	0.3297019543
836	0.3295726925
837	0.3294407987
838	0.3293273667
839	0.3292804628
840	0.3291008593
841	0.32907079
842	0.3289875071
843	0.328859117
844	0.3287385821
845	0.328687344
846	0.3285548934
847	0.3284412687
848	0.3283089111
849	0.3282558881
850	0.3281532401
851	0.3280706562
852	0.3278963408
853	0.3277203201
854	0.3276210069
855	0.327488346
856	0.3273506835
857	0.3271762059
858	0.3270879907
859	0.326872703
860	0.3267031863
861	0.3266014508
862	0.3263877637
863	0.3262577011
864	0.3261047984
865	0.3259881056
866	0.3258495603
867	0.3257705409
868	0.325664638
869	0.3255424677
870	0.3254065291
871	0.3252784285
872	0.3251706681
873	0.3249773288
874	0.3248901453
875	0.3247555374
876	0.3246638953
877	0.3244834286
878	0.3243420898
879	0.3241761136
880	0.3241296503
881	0.324017787
882	0.3237795005
883	0.3237767174
884	0.3235710919
885	0.3235008566
886	0.3233308323
887	0.323122669
888	0.3230140818
889	0.3228473509
890	0.3227314029
891	0.3224946561
892	0.3223329906
893	0.3222146148
894	0.3221772117
895	0.3220609453
896	0.3218989481
897	0.3217518138
898	0.3216504498
899	0.3215903195
900	0.3214064398
901	0.3212513459
902	0.3211435875
903	0.3210132185
904	0.3209586389
905	0.3208399148
906	0.320740059
907	0.3207021547
908	0.3205672909
909	0.3205139321
910	0.3203958515
911	0.3202702663
912	0.3201708472
913	0.3199883936
914	0.3199118563
915	0.3198002431
916	0.3196255899
917	0.3195171035
918	0.3194563306
919	0.319332388
920	0.3192131733
921	0.3191764375
922	0.3190176544
923	0.3189669102
924	0.3188409387
925	0.3187718356
926	0.3185614289
927	0.3185354559
928	0.3184300929
929	0.3182182829
930	0.3180995846
931	0.3179823691
932	0.317874926
933	0.3177320018
934	0.3176837811
935	0.3175946323
936	0.3174722757
937	0.3173559441
938	0.317168599
939	0.3169936288
940	0.3168700927
941	0.3168302113
942	0.3166706912
943	0.3165699104
944	0.3164793242
945	0.3163473555
946	0.316162139
947	0.3160589511
948	0.3160124045
949	0.3158983324
950	0.3157346931
951	0.3156222713
952	0.3155759599
953	0.3154232498
954	0.315294763
955	0.3151700304
956	0.3150874535
957	0.31498638
958	0.3148777739
959	0.314833955
960	0.3146780221
961	0.3146110968
962	0.3145095183
963	0.3144575005
964	0.3142612066
965	0.3141354021
966	0.3140584884
967	0.313947593
968	0.3138246138
969	0.3137244106
970	0.3136121715
971	0.3135730753
972	0.3134484252
973	0.3133747048
974	0.3132712891
975	0.3131880842
976	0.3130858669
977	0.3129757064
978	0.3129023292
979	0.3127744811
980	0.3126842207
981	0.31256494
982	0.3124043587
983	0.3122966481
984	0.3122667404
985	0.3120719584
986	0.3119182375
987	0.3118003011
988	0.3117041176
989	0.3115673711
990	0.3114657799
991	0.3113261977
992	0.3111942402
993	0.3110804124
994	0.3108797752
995	0.3107595428
996	0.3106808255
997	0.3106173992
998	0.3105372558
999	0.310355877
1000	0.3102623656
1001	0.3100950826
1002	0.3099532845
1003	0.3098525945
1004	0.3097488325
1005	0.309649003
1006	0.3094603895
1007	0.3093506146
1008	0.3091796233
1009	0.309110639
1010	0.3090024973
1011	0.3089418871
1012	0.3088275132
1013	0.3086168044
1014	0.3084732208
1015	0.3083953986
1016	0.3083432702
1017	0.3081552519
1018	0.3080823768
1019	0.3079120022
1020	0.3077204752
1021	0.3076611569
1022	0.307608234
1023	0.3074899814
1024	0.3072563917
1025	0.3071546746
1026	0.3070366276
1027	0.306835588
1028	0.3067225502
1029	0.3065879125
1030	0.3064166489
1031	0.3062931314
1032	0.3061324744
1033	0.3060184125
1034	0.3058548618
1035	0.3058024004
1036	0.3057262473
1037	0.3055249898
1038	0.305340882
1039	0.3051765911
1040	0.30504427
1041	0.304876602
1042	0.3047481898
1043	0.3046074562
1044	0.304463691
1045	0.3043656972
1046	0.3042354754
1047	0.3040967063
1048	0.3039060362
1049	0.3037937961
1050	0.3037218728
1051	0.3036835666
1052	0.3035594642
1053	0.3034588826
1054	0.3033168294
1055	0.3031615531
1056	0.303081205
1057	0.3029488086
1058	0.3028418956
1059	0.3028161629
1060	0.3026744371
1061	0.3025876953
1062	0.3025085277
1063	0.3023699283
1064	0.3022585469
1065	0.3021541827
1066	0.3020597992
1067	0.3019309854
1068	0.3018257417
1069	0.3017884636
1070	0.3016881209
1071	0.3015579078
1072	0.3014161381
1073	0.3013331604
1074	0.3012759106
1075	0.3012497834
1076	0.3011904111
1077	0.3010411287
1078	0.3009544954
1079	0.300864887
1080	0.3007621652
1081	0.3006188309
1082	0.3004596836
1083	0.300394622
1084	0.3003412784
1085	0.3002528532
1086	0.3001062932
1087	0.300018096
1088	0.2998523523
1089	0.2998127536
1090	0.2997037231
1091	0.2996666379
1092	0.2995229981
1093	0.2994104067
1094	0.2993469885
1095	0.2992201483
1096	0.2991403506
1097	0.2990101776
1098	0.2988772083
1099	0.2988104905
1100	0.298723828
1101	0.2986660287
1102	0.2985451951
1103	0.2984336031
1104	0.2983711059
1105	0.2982008823
1106	0.2981741303
1107	0.298104157
1108	0.2979848404
1109	0.2978391152
1110	0.2977325516
1111	0.2975336591
1112	0.297407279
1113	0.297268797
1114	0.2971011928
1115	0.2970349103
1116	0.2968634478
1117	0.2967988889
1118	0.2967068282
1119	0.2966585713
1120	0.2965510384
1121	0.2964335432
1122	0.2962719125
1123	0.296198308
1124	0.2960621356
1125	0.2959566533
1126	0.2958993036
1127	0.2957803434
1128	0.295617123
1129	0.2956096672
1130	0.2954973925
1131	0.2953863629
1132	0.2952289652
1133	0.2951401425
1134	0.2950344742
1135	0.2949761822
1136	0.2948840486
1137	0.2947594506
1138	0.2946519682
1139	0.2945414268
1140	0.2943713029
1141	0.2943003207
1142	0.2941686536
1143	0.2940336561
1144	0.293851198
1145	0.2937725426
1146	0.2936109361
1147	0.2935489144
1148	0.2932652119
1149	0.2932125715
1150	0.2931115725
1151	0.2930233449
1152	0.2929630559
1153	0.2929210525
1154	0.2928619323
1155	0.2927067029
1156	0.2925927813
1157	0.2925069378
1158	0.2923404067
1159	0.2921794238
1160	0.2921439697
1161	0.2920929508
1162	0.2920177653
1163	0.2919432817
1164	0.2917815088
1165	0.2917050953
1166	0.291593076
1167	0.2915088654
1168	0.2912821395
1169	0.2911557078
1170	0.2910222746
1171	0.2909324075
1172	0.290748459
1173	0.2905104777
1174	0.2904660498
1175	0.2903410958
1176	0.2903032588
1177	0.290229574
1178	0.2901627524
1179	0.290090094
1180	0.2900383123
1181	0.2898951204
1182	0.2898453012
1183	0.2897554964
1184	0.2896581863
1185	0.2895495956
1186	0.2894164609
1187	0.2893628763
1188	0.2892942207
1189	0.2891770923
1190	0.2890532935
1191	0.2888514512
1192	0.2886972965
1193	0.2885552346
1194	0.2885305757
1195	0.28839911
1196	0.2882123886
1197	0.2881023438
1198	0.2880118516
1199	0.2879095271
1200	0.2877078153
1201	0.2876097714
1202	0.2875586311
1203	0.2874840559
1204	0.2873933572
1205	0.2872942147
1206	0.2871302951
1207	0.2869432156
1208	0.2867823127
1209	0.2867378235
1210	0.2867129444
1211	0.2866148652
1212	0.2865405087
1213	0.2864360217
1214	0.2863677286
1215	0.2863299535
1216	0.2862572313
1217	0.2860863993
1218	0.286071407
1219	0.2858569815
1220	0.2857176994
1221	0.2855861509
1222	0.2854841106
1223	0.2853831421
1224	0.2853530485
1225	0.2851366511
1226	0.2850846553
1227	0.2850124649
1228	0.2849273328
1229	0.2847977236
1230	0.2846186777
1231	0.284487774
1232	0.2844208976
1233	0.2842282928
1234	0.2842070603
1235	0.2841681111
1236	0.2840944537
1237	0.2840433201
1238	0.2838953954
1239	0.28381252
1240	0.2837213358
1241	0.2836280997
1242	0.2835390699
1243	0.2834105492
1244	0.2832971714
1245	0.2831791492
1246	0.2831030827
1247	0.2830036007
1248	0.2828908016
1249	0.2827628629
1250	0.2827171701
1251	0.2825268717
1252	0.2823800124
1253	0.2823100255
1254	0.2821701881
1255	0.2819834916
1256	0.2818731513
1257	0.2818302184
1258	0.2817328078
1259	0.281707208
1260	0.281660523
1261	0.2815232772
1262	0.281486516
1263	0.281440375
1264	0.2813471847
1265	0.2811884099
1266	0.2810905775
1267	0.2809583383
1268	0.2808837243
1269	0.2807933318
1270	0.2807211367
1271	0.2806074512
1272	0.280448221
1273	0.2803730555
1274	0.2802612818
1275	0.2801799741
1276	0.2799818732
1277	0.279888316
1278	0.2798101418
1279	0.2796915693
1280	0.279604098
1281	0.2795447899
1282	0.2794304207
1283	0.2793417139
1284	0.2792169085
1285	0.2791259398
1286	0.2790315648
1287	0.2789755503
1288	0.2788008219
1289	0.2786877502
1290	0.2785906931
1291	0.2785164245
1292	0.2784763538
1293	0.27837454
1294	0.2782979775
1295	0.2781970571
1296	0.2781017265
1297	0.2780084142
1298	0.2778324543
1299	0.2776740667
1300	0.2775975824
1301	0.2774552876
1302	0.2773534129
1303	0.2772401051
1304	0.2771752948
1305	0.2770931916
1306	0.2769957015
1307	0.2768750701
1308	0.2767037601
1309	0.2766159865
1310	0.2764759713
1311	0.2763815631
1312	0.2762694646
1313	0.2761740014
1314	0.2761537501
1315	0.2760786352
1316	0.2760309987
1317	0.2759379202
1318	0.2758416065
1319	0.2756657269
1320	0.2756144991
1321	0.2755442202
1322	0.2754052793
1323	0.2752766593
1324	0.2752295687
1325	0.2751008356
1326	0.2749476043
1327	0.2748740194
1328	0.2747559906
1329	0.2746659129
1330	0.2746047341
1331	0.2745989479
1332	0.2745095558
1333	0.2743877998
1334	0.2743272275
1335	0.2742422781
1336	0.2741226937
1337	0.2740090945
1338	0.2738538121
1339	0.27375433
1340	0.2736167298
1341	0.2735138138
1342	0.2733640255
1343	0.2732347591
1344	0.2731731675
1345	0.2731235605
1346	0.2729992223
1347	0.2728710634
1348	0.2727200235
1349	0.2726533497
1350	0.2726252561
1351	0.2725063249
1352	0.2723695273
1353	0.272293612
1354	0.2722086039
1355	0.2721340775
1356	0.2720145842
1357	0.2719184936
1358	0.2717955758
1359	0.271673408
1360	0.2715442722
1361	0.2714308442
1362	0.2713497259
1363	0.271160904
1364	0.2711181789
1365	0.2710939042
1366	0.2709813459
1367	0.2708302855
1368	0.2707243507
1369	0.2706302019
1370	0.270582301
1371	0.2704929661
1372	0.2703697978
1373	0.2703080844
1374	0.2701651698
1375	0.2701009381
1376	0.2700017756
1377	0.2699187395
1378	0.2698693309
1379	0.2697338237
1380	0.2696620174
1381	0.2695556644
1382	0.2694593467
1383	0.2693990692
1384	0.2692452009
1385	0.2691368132
1386	0.2690756747
1387	0.2689911168
1388	0.2689227275
1389	0.2687933533
1390	0.2687529725
1391	0.2686581838
1392	0.2686003631
1393	0.268467323
1394	0.2684227699
1395	0.2683430289
1396	0.2682771402
1397	0.2680887123
1398	0.2679258965
1399	0.2678132662
1400	0.2677282261
1401	0.2676370507
1402	0.2675497652
1403	0.2674952964
1404	0.2672367196
1405	0.2670594577
1406	0.2669550519
1407	0.2668911838
1408	0.2668638177
1409	0.266792527
1410	0.2666376882
1411	0.2665478091
1412	0.2664625353
1413	0.2663427634
1414	0.266298296
1415	0.2662231028
1416	0.2661495767
1417	0.266029983
1418	0.2658441459
1419	0.2657871249
1420	0.2657286026
1421	0.2656908003
1422	0.2655837946
1423	0.2654221027
1424	0.2653916761
1425	0.2652928993
1426	0.2651713651
1427	0.2650419204
1428	0.2648691231
1429	0.2648147986
1430	0.2647474
1431	0.264650896
1432	0.264477204
1433	0.2644138795
1434	0.2641873527
1435	0.2641393598
1436	0.2640695496
1437	0.2638978716
1438	0.2638094717
1439	0.2637264703
1440	0.2635201742
1441	0.263374769
1442	0.2632916134
1443	0.2631906976
1444	0.2631131652
1445	0.2630305912
1446	0.2628837917
1447	0.2627755936
1448	0.2626078214
1449	0.2625239056
1450	0.2624439632
1451	0.2622991301
1452	0.2622409656
1453	0.2621161298
1454	0.2620310211
1455	0.2619076598
1456	0.2616847118
1457	0.2615742644
1458	0.2614959807
1459	0.2613758473
1460	0.2613375508
1461	0.2612495966
1462	0.2611244419
1463	0.2609651728
1464	0.2609145791
1465	0.2608749193
1466	0.2607888397
1467	0.2607197327
1468	0.2606244569
1469	0.2605124524
1470	0.2604585106
1471	0.2604235564
1472	0.2603455515
1473	0.2602546708
1474	0.2601485221
1475	0.2600971846
1476	0.2599190301
1477	0.2598684521
1478	0.2597091927
1479	0.2596570615
1480	0.2595496241
1481	0.2594989681
1482	0.2594201526
1483	0.2593934016
1484	0.2593431167
1485	0.2592582502
1486	0.2591015663
1487	0.2590604008
1488	0.2589522541
1489	0.2588550272
1490	0.2587418293
1491	0.2586792457
1492	0.2585916084
1493	0.2584938823
1494	0.2584429357
1495	0.2584197789
1496	0.2583454002
1497	0.258299159
1498	0.2582564925
1499	0.2581498739
1500	0.2580508922
1501	0.2579546268
1502	0.2578879861
1503	0.2576775948
1504	0.2575594551
1505	0.2575104392
1506	0.257382361
1507	0.2572437734
1508	0.2571594045
1509	0.2570990807
1510	0.257007267
1511	0.2568693628
