iter	Logloss
297	0.2783932618
298	0.2778464104
299	0.2774903061
300	0.2770523389
301	0.276859566
302	0.2762491948
303	0.2756361116
304	0.2750481766
305	0.2747664233
306	0.2747168843
307	0.274408737
308	0.2739291631
309	0.2735841258
310	0.273158036
311	0.2726125626
312	0.2722937275
313	0.2716550528
314	0.2711485262
315	0.2706849059
316	0.2701727953
317	0.2694090499
318	0.2690207158
319	0.2687577107
320	0.2681439764
321	0.2678732122
322	0.2674164884
323	0.2669775975
324	0.2666549877
325	0.266397233
326	0.2658437099
327	0.2652422901
328	0.2649140506
329	0.2645176112
330	0.2639393552
331	0.263691874
332	0.2632915065
333	0.2630539185
334	0.2629474282
335	0.2627264911
336	0.2625390643
337	0.2621964799
338	0.2618234931
339	0.2613047701
340	0.2608206451
341	0.260322451
342	0.2595693326
343	0.2591049558
344	0.2586433309
345	0.2584696944
346	0.2581706755
347	0.2574832916
348	0.2572451584
349	0.256963491
350	0.2566535124
351	0.25591993
352	0.2555598743
353	0.2550245852
354	0.2547142597
355	0.2542751226
356	0.2541110849
357	0.2536782366
358	0.2534917826
359	0.2532400259
360	0.2529982264
361	0.2524526188
362	0.2520564524
363	0.2515707247
364	0.2510962392
365	0.2506407337
366	0.2504843179
367	0.2501628709
368	0.2497940018
369	0.2495923519
370	0.2493680575
371	0.2486323691
372	0.248324141
373	0.2481501501
374	0.2476419831
375	0.2473102902
376	0.2467951335
377	0.2466738698
378	0.2465140703
379	0.2459120979
380	0.245699855
381	0.2450936006
382	0.2443727285
383	0.2439992039
384	0.243686155
385	0.2434607044
386	0.2432343891
387	0.2427207985
388	0.2425529915
389	0.2424016837
390	0.2421972638
391	0.2417625868
392	0.2415492272
393	0.2413645276
394	0.2410697594
395	0.2407755126
396	0.2401895231
397	0.2397289327
398	0.239163542
399	0.2386567088
400	0.2382122194
401	0.238044272
402	0.2377053322
403	0.2371210227
404	0.2365767865
405	0.2360880241
406	0.2353333332
407	0.2345217501
408	0.2342625135
409	0.2341062881
410	0.2337455831
411	0.233649968
412	0.2332849053
413	0.2327804022
414	0.2324285018
415	0.2319844621
416	0.2315864611
417	0.2313338393
418	0.2309871472
419	0.2304931364
420	0.2300685097
421	0.2299106543
422	0.2292794179
423	0.2289255228
424	0.2286434154
425	0.2280329182
426	0.227769335
427	0.2275652296
428	0.2272325392
429	0.2265411386
430	0.226280299
431	0.2258236887
432	0.2255365909
433	0.2252712444
434	0.224913969
435	0.2245638541
436	0.2244223467
437	0.2239321835
438	0.2236518857
439	0.2233375814
440	0.2230505777
441	0.2226338696
442	0.2223803802
443	0.2219998143
444	0.2215890555
445	0.2212884947
446	0.2209959156
447	0.2207383679
448	0.2204472248
449	0.2202222763
450	0.2199761291
451	0.219756244
452	0.2195701254
453	0.2192401893
454	0.2187972472
455	0.2185655268
456	0.2182183993
457	0.217652391
458	0.2172260321
459	0.2168291612
460	0.2166577863
461	0.2161189012
462	0.2158430539
463	0.2157464489
464	0.215607763
465	0.2149963945
466	0.2146430222
467	0.214449968
468	0.2138402053
469	0.2135087282
470	0.2129634617
471	0.2125301895
472	0.2122456242
473	0.2119683709
474	0.2115875934
475	0.2114403721
476	0.2109321454
477	0.2106579266
478	0.210393177
479	0.2101512247
480	0.2097162789
481	0.2094924229
482	0.2090850946
483	0.2087229107
484	0.2082129332
485	0.2078826872
486	0.2074313465
487	0.2072063937
488	0.2069474077
489	0.2065035654
490	0.2061375031
491	0.2057516048
492	0.2055161269
493	0.2052069044
494	0.2050044282
495	0.2047639246
496	0.2046117773
497	0.2042707144
498	0.2040318076
499	0.2037537864
